Date,Bitcoin_Price,Ethereum_Price
07-07-2020,"9,256.00",239.25
02-07-2020,"9,085.10",226.42
01-07-2020,"9,229.90",230.95
30-06-2020,"9,135.40",225.63
29-06-2020,"9,185.40",227.87
26-06-2020,"9,160.00",229.67
25-06-2020,"9,247.50",232.56
24-06-2020,"9,302.00",234.75
23-06-2020,"9,624.60",243.2
22-06-2020,"9,683.70",243.25
19-06-2020,"9,314.00",229.11
18-06-2020,"9,388.10",231.34
17-06-2020,"9,464.60",233.88
16-06-2020,"9,523.50",235.36
15-06-2020,"9,425.40",230.93
12-06-2020,"9,466.60",237.54
11-06-2020,"9,283.20",230.71
10-06-2020,"9,878.80",247.78
09-06-2020,"9,768.80",243.82
08-06-2020,"9,777.90",246.18
05-06-2020,"9,631.20",240.23
04-06-2020,"9,794.40",243.37
03-06-2020,"9,667.20",244.52
02-06-2020,"9,527.60",237.94
01-06-2020,"10,189.30",247.97
29-05-2020,"9,424.80",220.66
28-05-2020,"9,572.20",220.18
27-05-2020,"9,199.10",208.18
22-05-2020,"9,169.70",207.35
21-05-2020,"9,059.00",198.75
20-05-2020,"9,512.30",209.99
19-05-2020,"9,773.30",214.51
18-05-2020,"9,730.70",214.87
15-05-2020,"9,318.00",194.85
14-05-2020,"9,778.40",203.3
13-05-2020,"9,298.70",199.58
12-05-2020,"8,813.80",189.84
11-05-2020,"8,579.80",185.96
08-05-2020,"9,806.20",211.45
07-05-2020,"9,979.80",212
06-05-2020,"9,151.40",199.04
05-05-2020,"9,001.00",205.36
04-05-2020,"8,874.70",206.61
01-05-2020,"8,821.60",212
30-04-2020,"8,629.00",206.22
29-04-2020,"8,770.90",215.4
28-04-2020,"7,746.90",196.55
27-04-2020,"7,766.00",196.14
24-04-2020,"7,503.80",187.58
23-04-2020,"7,488.50",185.46
22-04-2020,"7,112.90",182.72
21-04-2020,"6,842.50",170.79
20-04-2020,"6,833.50",170.4
17-04-2020,"7,035.80",170.63
16-04-2020,"7,085.60",172.31
15-04-2020,"6,629.10",152.9
14-04-2020,"6,850.90",158.45
13-04-2020,"6,841.30",156.38
09-04-2020,"7,289.00",169.68
08-04-2020,"7,361.20",173
07-04-2020,"7,185.20",164.71
06-04-2020,"7,332.30",171.06
03-04-2020,"6,735.90",141.14
02-04-2020,"6,800.50",141.3
01-04-2020,"6,638.50",135.66
31-03-2020,"6,412.50",132.86
30-03-2020,"6,391.00",132.15
27-03-2020,"6,373.40",131.74
26-03-2020,"6,725.10",138.38
25-03-2020,"6,678.90",136.07
24-03-2020,"6,744.60",138.62
23-03-2020,"6,468.90",136.02
20-03-2020,"6,205.30",133.32
19-03-2020,"6,172.00",135.43
18-03-2020,"5,361.40",117.77
17-03-2020,"5,261.10",116.06
16-03-2020,"5,030.00",111.02
13-03-2020,"5,584.30",133.99
12-03-2020,"4,826.00",107.9
11-03-2020,"7,935.10",194.58
10-03-2020,"7,891.20",200.56
09-03-2020,"7,933.00",202.85
06-03-2020,"9,134.80",244.9
05-03-2020,"9,060.30",228.45
04-03-2020,"8,757.90",224.38
03-03-2020,"8,761.40",223.94
02-03-2020,"8,904.80",231.87
28-02-2020,"8,697.50",226.93
27-02-2020,"8,818.60",227.53
26-02-2020,"8,800.30",224.3
25-02-2020,"9,317.20",246.96
24-02-2020,"9,662.70",265.65
21-02-2020,"9,684.50",265.11
20-02-2020,"9,602.40",257.39
19-02-2020,"9,609.40",259.12
18-02-2020,"10,158.40",282.26
14-02-2020,"10,333.00",285.25
13-02-2020,"10,235.10",268.75
12-02-2020,"10,317.70",265.58
11-02-2020,"10,229.50",236.76
10-02-2020,"9,854.10",222.95
07-02-2020,"9,818.60",223.51
06-02-2020,"9,772.00",213.16
05-02-2020,"9,611.80",203.83
04-02-2020,"9,193.90",188.93
03-02-2020,"9,296.60",189.79
31-01-2020,"9,349.10",179.91
30-01-2020,"9,507.30",184.59
29-01-2020,"9,298.90",173.86
28-01-2020,"9,377.30",175.74
27-01-2020,"8,866.60",170.27
24-01-2020,"8,439.90",162.55
23-01-2020,"8,405.10",162.8
22-01-2020,"8,678.50",168.13
21-01-2020,"8,732.60",169.41
17-01-2020,"8,913.10",170.22
16-01-2020,"8,726.90",164.36
15-01-2020,"8,818.30",166.45
14-01-2020,"8,829.20",166.07
13-01-2020,"8,111.40",143.6
10-01-2020,"8,187.10",144.81
09-01-2020,"7,842.40",137.92
08-01-2020,"8,059.60",140.81
07-01-2020,"8,155.70",143.04
06-01-2020,"7,759.10",144.08
03-01-2020,"7,343.10",134.27
02-01-2020,"6,967.00",127.19
31-12-2019,"7,196.40",129.21
30-12-2019,"7,261.80",131.83
27-12-2019,"7,261.70",126.41
26-12-2019,"7,210.90",125.93
24-12-2019,"7,268.30",128.05
23-12-2019,"7,322.80",128.08
20-12-2019,"7,196.40",128.7
19-12-2019,"7,165.50",128.42
18-12-2019,"7,276.00",132.92
17-12-2019,"6,613.30",122.06
16-12-2019,"6,903.50",132.78
13-12-2019,"7,255.20",144.96
12-12-2019,"7,208.00",145.03
11-12-2019,"7,208.00",143.51
10-12-2019,"7,235.70",145.86
09-12-2019,"7,355.80",147.88
06-12-2019,"7,530.80",148.89
05-12-2019,"7,399.20",148.69
04-12-2019,"7,204.40",145.79
03-12-2019,"7,291.80",147.82
02-12-2019,"7,298.20",148.89
29-11-2019,"7,742.70",154.55
27-11-2019,"7,510.60",152.7
26-11-2019,"7,162.80",147.61
25-11-2019,"7,115.60",145.9
22-11-2019,"7,272.50",149.8
21-11-2019,"7,627.90",161.46
20-11-2019,"8,099.30",174.96
19-11-2019,"8,145.70",176.09
18-11-2019,"8,208.40",178.5
15-11-2019,"8,476.30",180.19
14-11-2019,"8,661.20",185.25
13-11-2019,"8,783.10",188.36
12-11-2019,"8,812.60",186.99
11-11-2019,"8,736.90",185.09
08-11-2019,"8,778.20",184.03
07-11-2019,"9,223.50",186.94
06-11-2019,"9,338.90",191.28
05-11-2019,"9,310.80",188.67
04-11-2019,"9,396.40",185.85
01-11-2019,"9,230.10",183.12
31-10-2019,"9,152.60",182.37
30-10-2019,"9,157.90",183.25
29-10-2019,"9,411.30",190.45
28-10-2019,"9,207.20",181.67
25-10-2019,"8,658.30",181.49
24-10-2019,"7,422.70",160.73
23-10-2019,"7,477.00",162.28
22-10-2019,"8,031.40",171.42
21-10-2019,"8,208.20",174.18
18-10-2019,"7,948.50",172.81
17-10-2019,"8,073.30",177.31
16-10-2019,"8,000.40",174.53
15-10-2019,"8,167.20",180.59
14-10-2019,"8,353.30",186.63
11-10-2019,"8,267.80",180.6
10-10-2019,"8,562.30",191.1
09-10-2019,"8,566.70",192.64
08-10-2019,"8,182.90",180.78
07-10-2019,"8,198.60",179.87
04-10-2019,"8,148.10",175.65
03-10-2019,"8,226.90",174.54
02-10-2019,"8,364.10",180.27
01-10-2019,"8,302.70",175.78
30-09-2019,"8,284.30",180.35
27-09-2019,"8,184.90",173.19
26-09-2019,"8,063.80",164.56
25-09-2019,"8,432.40",168.92
24-09-2019,"8,513.90",166.29
23-09-2019,"9,702.20",201.18
20-09-2019,"10,172.70",218
19-09-2019,"10,250.50",220.21
18-09-2019,"10,164.70",210.43
17-09-2019,"10,195.70",207.77
16-09-2019,"10,255.50",197.32
13-09-2019,"10,342.10",181.11
12-09-2019,"10,415.10",180.87
11-09-2019,"10,162.50",178.47
10-09-2019,"10,105.40",180.05
09-09-2019,"10,309.00",180.65
06-09-2019,"10,309.30",169.15
05-09-2019,"10,566.90",173.83
04-09-2019,"10,568.20",174.79
03-09-2019,"10,612.30",178.81
30-08-2019,"9,585.40",168.16
29-08-2019,"9,491.00",168.66
28-08-2019,"9,729.40",172.85
27-08-2019,"10,184.80",186.58
26-08-2019,"10,371.80",188.34
23-08-2019,"10,388.70",193.43
22-08-2019,"10,105.00",190.29
21-08-2019,"10,141.50",187.24
20-08-2019,"10,752.60",196.14
19-08-2019,"10,910.70",201.64
16-08-2019,"10,335.60",184.55
15-08-2019,"10,303.40",187.8
14-08-2019,"10,049.40",186.56
13-08-2019,"10,892.90",207.68
12-08-2019,"11,394.20",210.45
09-08-2019,"12,089.80",209.49
08-08-2019,"12,191.60",220.16
07-08-2019,"12,013.90",224.66
06-08-2019,"11,480.90",225.63
05-08-2019,"11,816.80",232.45
02-08-2019,"10,520.10",216.54
01-08-2019,"10,380.00",216.37
31-07-2019,"10,082.00",217.23
30-07-2019,"9,580.70",208.49
29-07-2019,"9,580.90",209.82
26-07-2019,"9,831.00",217.83
25-07-2019,"9,945.30",217.65
24-07-2019,"9,804.30",215.44
23-07-2019,"9,888.70",211.87
22-07-2019,"10,412.50",217.27
19-07-2019,"10,571.50",220.09
18-07-2019,"10,651.40",225.23
17-07-2019,"9,723.20",210.95
16-07-2019,"9,424.80",198.87
15-07-2019,"10,845.90",228.49
12-07-2019,"11,762.10",274.68
11-07-2019,"11,342.30",268.72
10-07-2019,"12,110.60",289.1
09-07-2019,"12,541.50",307.41
08-07-2019,"12,252.60",312.23
05-07-2019,"10,970.20",287.15
03-07-2019,"11,900.80",300.58
02-07-2019,"10,835.90",291.41
01-07-2019,"10,616.60",294.83
28-06-2019,"12,409.10",310.56
27-06-2019,"11,287.80",297.55
26-06-2019,"13,063.80",338.54
25-06-2019,"11,809.90",317.65
24-06-2019,"11,046.40",311.46
21-06-2019,"10,179.30",294.72
20-06-2019,"9,517.00",271.43
19-06-2019,"9,255.40",268.26
18-06-2019,"9,080.60",264.59
17-06-2019,"9,318.80",273
14-06-2019,"8,656.10",262.53
13-06-2019,"8,219.00",254.86
12-06-2019,"8,133.10",261.54
11-06-2019,"7,888.00",244.41
10-06-2019,"7,987.80",246.86
07-06-2019,"7,985.20",248.98
06-06-2019,"7,784.90",248.54
05-06-2019,"7,779.10",245.83
04-06-2019,"7,685.50",241.26
03-06-2019,"8,124.80",250.37
31-05-2019,"8,558.30",267.99
30-05-2019,"8,271.90",254.52
29-05-2019,"8,647.80",268.61
28-05-2019,"8,716.30",271.18
24-05-2019,"7,970.10",249.17
23-05-2019,"7,852.10",244.68
22-05-2019,"7,635.70",244.34
21-05-2019,"7,930.30",253.76
20-05-2019,"7,965.30",250.72
17-05-2019,"7,359.50",244.45
16-05-2019,"7,871.80",264.69
15-05-2019,"8,164.60",248.15
14-05-2019,"7,994.60",217.42
13-05-2019,"7,806.00",196.02
10-05-2019,"6,386.00",172.77
09-05-2019,"6,191.50",170.84
08-05-2019,"5,990.30",170.77
07-05-2019,"5,849.50",169.34
06-05-2019,"5,745.10",173
03-05-2019,"5,766.80",167.86
02-05-2019,"5,493.80",161.66
01-05-2019,"5,384.20",160.38
30-04-2019,"5,320.80",161.8
29-04-2019,"5,235.00",154.93
26-04-2019,"5,298.30",157.97
25-04-2019,"5,209.10",155.18
24-04-2019,"5,415.60",165.22
23-04-2019,"5,511.60",169.95
22-04-2019,"5,346.70",170.87
18-04-2019,"5,264.70",173.33
17-04-2019,"5,208.30",165.9
16-04-2019,"5,180.90",165.65
15-04-2019,"5,032.30",160.17
12-04-2019,"5,054.20",163.47
11-04-2019,"5,022.60",164.36
10-04-2019,"5,307.80",177.37
09-04-2019,"5,158.40",175.09
08-04-2019,"5,245.20",179.16
05-04-2019,"5,010.20",164.93
04-04-2019,"4,902.40",157.43
03-04-2019,"4,968.70",160.34
02-04-2019,"4,859.30",163.47
01-04-2019,"4,145.10",141.5
29-03-2019,"4,102.20",143.38
28-03-2019,"4,025.60",138.15
27-03-2019,"4,041.70",139.65
26-03-2019,"3,942.80",134.37
25-03-2019,"3,937.00",134.25
22-03-2019,"3,990.40",136.42
21-03-2019,"3,982.20",135.11
20-03-2019,"4,041.20",139.31
19-03-2019,"4,017.00",138.72
18-03-2019,"3,990.20",137.92
15-03-2019,"3,924.30",136.75
14-03-2019,"3,879.00",132.45
13-03-2019,"3,865.10",131.97
12-03-2019,"3,886.00",133.8
11-03-2019,"3,870.30",132.99
08-03-2019,"3,865.90",133.85
07-03-2019,"3,875.10",136.93
06-03-2019,"3,863.00",137.62
05-03-2019,"3,857.20",136.82
04-03-2019,"3,715.90",125.97
01-03-2019,"3,821.90",135.72
28-02-2019,"3,816.60",135.47
27-02-2019,"3,814.60",135.2
26-02-2019,"3,810.30",136.67
25-02-2019,"3,833.70",138.27
22-02-2019,"3,965.20",147.97
21-02-2019,"3,936.60",145.78
20-02-2019,"3,972.40",149.11
19-02-2019,"3,914.30",144.01
15-02-2019,"3,604.70",121.73
14-02-2019,"3,592.60",120.97
13-02-2019,"3,611.50",122.22
12-02-2019,"3,632.00",122.64
11-02-2019,"3,631.80",121.3
08-02-2019,"3,661.70",119.23
07-02-2019,"3,397.70",104.55
06-02-2019,"3,404.30",104.63
05-02-2019,"3,468.40",107.37
04-02-2019,"3,462.80",107.9
