ticker,date,open,high,low,close
AMZN,1997-11-20,0.2285,0.23,0.2255,0.229
AMZN,1997-11-21,0.2275,0.229,0.2245,0.2245
AMZN,1997-11-24,0.219,0.221,0.2115,0.2115
AMZN,1997-11-25,0.212,0.2165,0.202,0.21
AMZN,1997-11-26,0.212,0.2205,0.212,0.213
AMZN,1997-11-28,0.2135,0.2165,0.2055,0.206
AMZN,1997-12-01,0.212,0.219,0.207,0.2135
AMZN,1997-12-02,0.213,0.215,0.209,0.2115
AMZN,1997-12-03,0.21,0.219,0.2095,0.218
AMZN,1997-12-04,0.22,0.2275,0.2195,0.225
AMZN,1997-12-05,0.222,0.2295,0.2175,0.2295
AMZN,1997-12-08,0.227,0.2385,0.226,0.2355
AMZN,1997-12-09,0.2335,0.2385,0.23,0.2345
AMZN,1997-12-10,0.229,0.231,0.22,0.2255
AMZN,1997-12-11,0.22,0.2415,0.22,0.2345
AMZN,1997-12-12,0.2325,0.24,0.2205,0.227
AMZN,1997-12-15,0.229,0.2335,0.2205,0.229
AMZN,1997-12-16,0.2325,0.2325,0.223,0.223
AMZN,1997-12-17,0.219,0.223,0.213,0.2195
AMZN,1997-12-18,0.2175,0.2215,0.2115,0.2145
AMZN,1997-12-19,0.2115,0.226,0.2085,0.225
AMZN,1997-12-22,0.225,0.239,0.2215,0.235
AMZN,1997-12-23,0.2345,0.237,0.231,0.231
AMZN,1997-12-24,0.231,0.2355,0.2235,0.23
AMZN,1997-12-26,0.228,0.2325,0.2245,0.226
AMZN,1997-12-29,0.229,0.239,0.2265,0.2375
AMZN,1997-12-30,0.2415,0.2455,0.239,0.2425
AMZN,1997-12-31,0.244,0.252,0.242,0.251
AMZN,1998-01-02,0.25,0.25,0.24,0.248
AMZN,1998-01-05,0.2445,0.247,0.2355,0.2375
AMZN,1998-01-06,0.235,0.244,0.2335,0.242
AMZN,1998-01-07,0.2415,0.2415,0.2345,0.239
AMZN,1998-01-08,0.235,0.235,0.2265,0.2305
AMZN,1998-01-09,0.2335,0.2335,0.2115,0.213
AMZN,1998-01-12,0.2085,0.2195,0.2075,0.215
AMZN,1998-01-13,0.217,0.2335,0.216,0.2325
AMZN,1998-01-14,0.233,0.244,0.231,0.244
AMZN,1998-01-15,0.2395,0.2505,0.2395,0.2475
AMZN,1998-01-16,0.248,0.249,0.2385,0.2395
AMZN,1998-01-20,0.241,0.2505,0.2405,0.2475
AMZN,1998-01-21,0.247,0.2585,0.244,0.2535
AMZN,1998-01-22,0.2535,0.2635,0.251,0.257
AMZN,1998-01-23,0.267,0.267,0.247,0.247
AMZN,1998-01-26,0.249,0.2495,0.237,0.2405
AMZN,1998-01-27,0.241,0.243,0.2335,0.2375
AMZN,1998-01-28,0.2375,0.2415,0.231,0.2385
AMZN,1998-01-29,0.2395,0.2495,0.239,0.248
AMZN,1998-01-30,0.25,0.253,0.2445,0.246
AMZN,1998-02-02,0.2475,0.2605,0.247,0.26
AMZN,1998-02-03,0.2595,0.2625,0.2545,0.2575
AMZN,1998-02-04,0.253,0.2595,0.2525,0.253
AMZN,1998-02-05,0.2555,0.2555,0.244,0.247
AMZN,1998-02-06,0.2465,0.251,0.244,0.2455
AMZN,1998-02-09,0.246,0.248,0.2385,0.2425
AMZN,1998-02-10,0.244,0.266,0.2415,0.265
AMZN,1998-02-11,0.2645,0.273,0.264,0.2645
AMZN,1998-02-12,0.2635,0.265,0.2595,0.263
AMZN,1998-02-13,0.2625,0.2635,0.2575,0.2595
AMZN,1998-02-17,0.261,0.261,0.2535,0.2575
AMZN,1998-02-18,0.2575,0.2575,0.2525,0.2535
AMZN,1998-02-19,0.2555,0.2645,0.254,0.2615
AMZN,1998-02-20,0.2615,0.2645,0.2555,0.2635
AMZN,1998-02-23,0.2645,0.271,0.2605,0.2705
AMZN,1998-02-24,0.271,0.284,0.2675,0.2705
AMZN,1998-02-25,0.2735,0.277,0.263,0.2745
AMZN,1998-02-26,0.273,0.304,0.272,0.303
AMZN,1998-02-27,0.301,0.332,0.299,0.321
AMZN,1998-03-02,0.316,0.322,0.3125,0.3175
AMZN,1998-03-03,0.3145,0.3155,0.298,0.299
AMZN,1998-03-04,0.3,0.3095,0.2915,0.306
AMZN,1998-03-05,0.299,0.326,0.297,0.3125
AMZN,1998-03-06,0.315,0.321,0.3075,0.32
AMZN,1998-03-09,0.3205,0.3575,0.32,0.348
AMZN,1998-03-10,0.356,0.3675,0.3455,0.3465
AMZN,1998-03-11,0.3415,0.344,0.326,0.332
AMZN,1998-03-12,0.328,0.338,0.3215,0.327
AMZN,1998-03-13,0.332,0.337,0.324,0.328
AMZN,1998-03-16,0.3315,0.3365,0.329,0.329
AMZN,1998-03-17,0.3325,0.3345,0.3245,0.333
AMZN,1998-03-18,0.33,0.3575,0.33,0.3555
AMZN,1998-03-19,0.3555,0.3645,0.349,0.35
AMZN,1998-03-20,0.35,0.3535,0.3465,0.35
AMZN,1998-03-23,0.348,0.353,0.345,0.349
AMZN,1998-03-24,0.344,0.3615,0.344,0.351
AMZN,1998-03-25,0.354,0.3575,0.3375,0.3405
AMZN,1998-03-26,0.3405,0.349,0.331,0.345
AMZN,1998-03-27,0.351,0.363,0.345,0.354
AMZN,1998-03-30,0.358,0.3645,0.3545,0.358
AMZN,1998-03-31,0.3555,0.3605,0.349,0.3565
AMZN,1998-04-01,0.355,0.3765,0.35,0.3755
AMZN,1998-04-02,0.3795,0.403,0.374,0.396
AMZN,1998-04-03,0.401,0.4015,0.3845,0.3875
AMZN,1998-04-06,0.3925,0.395,0.3675,0.3695
AMZN,1998-04-07,0.3625,0.3635,0.353,0.3585
AMZN,1998-04-08,0.36,0.374,0.356,0.3695
AMZN,1998-04-09,0.385,0.4,0.382,0.397
AMZN,1998-04-13,0.3955,0.401,0.3835,0.393
AMZN,1998-04-14,0.391,0.416,0.3885,0.405
AMZN,1998-04-15,0.4085,0.4165,0.394,0.4005
AMZN,1998-04-16,0.4005,0.414,0.3885,0.4105
AMZN,1998-04-17,0.399,0.405,0.394,0.3955
AMZN,1998-04-20,0.3975,0.4145,0.3905,0.3925
AMZN,1998-04-21,0.397,0.3975,0.3795,0.388
AMZN,1998-04-22,0.3885,0.39,0.3625,0.3635
AMZN,1998-04-23,0.3625,0.3625,0.3355,0.3375
AMZN,1998-04-24,0.3415,0.3655,0.3395,0.3535
AMZN,1998-04-27,0.3475,0.3525,0.3215,0.345
AMZN,1998-04-28,0.387,0.4145,0.371,0.3985
AMZN,1998-04-29,0.405,0.411,0.39,0.398
AMZN,1998-04-30,0.406,0.4085,0.377,0.3825
AMZN,1998-05-01,0.3865,0.3965,0.377,0.394
AMZN,1998-05-04,0.396,0.3995,0.389,0.397
AMZN,1998-05-05,0.3915,0.398,0.388,0.3905
AMZN,1998-05-06,0.3915,0.3915,0.3755,0.3765
AMZN,1998-05-07,0.379,0.3875,0.3675,0.379
AMZN,1998-05-08,0.38,0.3865,0.373,0.385
AMZN,1998-05-11,0.387,0.3875,0.3605,0.362
AMZN,1998-05-12,0.3655,0.383,0.361,0.3805
AMZN,1998-05-13,0.377,0.3915,0.374,0.387
AMZN,1998-05-14,0.3835,0.3945,0.379,0.3815
AMZN,1998-05-15,0.383,0.3855,0.373,0.3735
AMZN,1998-05-18,0.375,0.3775,0.3615,0.367
AMZN,1998-05-19,0.3735,0.3775,0.372,0.3765
AMZN,1998-05-20,0.3765,0.381,0.3675,0.3695
AMZN,1998-05-21,0.373,0.375,0.364,0.37
AMZN,1998-05-22,0.368,0.3695,0.356,0.3585
AMZN,1998-05-26,0.3585,0.362,0.337,0.341
AMZN,1998-05-27,0.335,0.364,0.3325,0.361
AMZN,1998-05-28,0.3635,0.3655,0.355,0.358
AMZN,1998-05-29,0.358,0.371,0.356,0.367
AMZN,1998-06-01,0.3665,0.369,0.347,0.357
AMZN,1998-06-02,0.3635,0.371,0.346,0.364
AMZN,1998-06-03,0.374,0.377,0.35,0.352
AMZN,1998-06-04,0.358,0.366,0.344,0.3655
AMZN,1998-06-05,0.3645,0.37,0.3595,0.369
AMZN,1998-06-08,0.365,0.386,0.3625,0.3855
AMZN,1998-06-09,0.387,0.4325,0.3855,0.427
AMZN,1998-06-10,0.43,0.469,0.425,0.451
AMZN,1998-06-11,0.4605,0.522,0.4585,0.521
AMZN,1998-06-12,0.529,0.529,0.4855,0.5085
AMZN,1998-06-15,0.496,0.571,0.4925,0.548
AMZN,1998-06-16,0.556,0.6145,0.554,0.6135
AMZN,1998-06-17,0.6325,0.6765,0.628,0.6585
AMZN,1998-06-18,0.675,0.6875,0.598,0.601
AMZN,1998-06-19,0.592,0.6355,0.5665,0.632
AMZN,1998-06-22,0.623,0.6865,0.602,0.678
AMZN,1998-06-23,0.6755,0.773,0.671,0.7725
AMZN,1998-06-24,0.7915,0.8395,0.7425,0.832
AMZN,1998-06-25,0.8335,0.873,0.8,0.8255
AMZN,1998-06-26,0.8125,0.8355,0.781,0.7855
AMZN,1998-06-29,0.7895,0.83,0.7895,0.823
AMZN,1998-06-30,0.815,0.846,0.806,0.831
AMZN,1998-07-01,0.8485,0.954,0.8395,0.951
AMZN,1998-07-02,0.9645,1.046,0.9375,1.0335
AMZN,1998-07-06,1.0615,1.173,1.046,1.1625
AMZN,1998-07-07,1.1915,1.198,1.0085,1.0175
AMZN,1998-07-08,0.9325,0.9915,0.853,0.8925
AMZN,1998-07-09,0.922,0.971,0.875,0.879
AMZN,1998-07-10,0.8585,0.8825,0.8175,0.829
AMZN,1998-07-13,0.804,0.9,0.7855,0.897
AMZN,1998-07-14,0.904,0.9645,0.8915,0.9585
AMZN,1998-07-15,0.9665,0.978,0.9145,0.9375
AMZN,1998-07-16,0.9455,0.9585,0.904,0.945
AMZN,1998-07-17,0.9365,1.004,0.9325,0.9985
AMZN,1998-07-20,1.0095,1.1675,0.998,1.146
AMZN,1998-07-21,1.144,1.225,1.0665,1.1005
AMZN,1998-07-22,1.1165,1.1655,1.0875,1.1165
AMZN,1998-07-23,1.0835,1.154,1.0585,1.0635
AMZN,1998-07-24,1.077,1.096,0.975,1.0355
AMZN,1998-07-27,0.9925,1.0615,0.9635,1.0465
AMZN,1998-07-28,1.037,1.05,0.9835,0.991
AMZN,1998-07-29,1.004,1.0125,0.896,0.8985
AMZN,1998-07-30,0.931,0.9585,0.879,0.948
AMZN,1998-07-31,0.954,0.9595,0.9095,0.924
AMZN,1998-08-03,0.9145,0.929,0.894,0.902
AMZN,1998-08-04,0.9175,0.951,0.901,0.9155
AMZN,1998-08-05,0.94,0.9425,0.8335,0.885
AMZN,1998-08-06,0.87,0.9375,0.859,0.9125
AMZN,1998-08-07,0.927,0.9905,0.9115,0.9665
AMZN,1998-08-10,0.975,1.0155,0.9585,1.0135
AMZN,1998-08-11,0.9625,1.0575,0.9605,1.0335
AMZN,1998-08-12,1.056,1.096,1.034,1.0865
AMZN,1998-08-13,1.0885,1.125,1.0585,1.0625
AMZN,1998-08-14,1.089,1.0895,1.002,1.023
AMZN,1998-08-17,1.006,1.0265,0.9875,0.9975
AMZN,1998-08-18,1.01,1.076,0.9925,1.0725
AMZN,1998-08-19,1.094,1.1145,1.0585,1.073
AMZN,1998-08-20,1.052,1.081,1.046,1.076
AMZN,1998-08-21,1.0605,1.0855,1.027,1.0805
AMZN,1998-08-24,1.0855,1.125,1.0845,1.123
AMZN,1998-08-25,1.1455,1.146,1.0895,1.097
AMZN,1998-08-26,1.081,1.0855,1.057,1.0605
AMZN,1998-08-27,1.0365,1.0415,0.9915,0.9915
AMZN,1998-08-28,0.998,1.0075,0.8605,0.8825
AMZN,1998-08-31,0.8785,0.897,0.6925,0.698
AMZN,1998-09-01,0.6345,0.722,0.5415,0.6665
AMZN,1998-09-02,0.6925,0.8,0.6835,0.7325
AMZN,1998-09-03,0.697,0.752,0.673,0.7155
AMZN,1998-09-04,0.7225,0.75,0.6835,0.719
AMZN,1998-09-08,0.7835,0.7895,0.75,0.769
AMZN,1998-09-09,0.746,0.77,0.695,0.704
AMZN,1998-09-10,0.6615,0.671,0.627,0.6635
AMZN,1998-09-11,0.653,0.674,0.6125,0.634
AMZN,1998-09-14,0.67,0.671,0.6125,0.614
AMZN,1998-09-15,0.59,0.623,0.5865,0.6085
AMZN,1998-09-16,0.619,0.716,0.596,0.704
AMZN,1998-09-17,0.6705,0.696,0.6375,0.6415
AMZN,1998-09-18,0.648,0.6765,0.6475,0.664
AMZN,1998-09-21,0.6335,0.724,0.6335,0.7125
AMZN,1998-09-22,0.7355,0.7625,0.73,0.735
AMZN,1998-09-23,0.757,0.879,0.75,0.876
AMZN,1998-09-24,0.8925,0.974,0.846,0.851
AMZN,1998-09-25,0.821,0.922,0.821,0.9105
AMZN,1998-09-28,0.97,1.0,0.9325,0.9635
AMZN,1998-09-29,0.977,0.9965,0.929,0.9425
AMZN,1998-09-30,0.929,0.9625,0.907,0.93
AMZN,1998-10-01,0.9,0.925,0.8335,0.855
AMZN,1998-10-02,0.8775,0.9325,0.8415,0.919
AMZN,1998-10-05,0.9075,0.925,0.8415,0.8725
AMZN,1998-10-06,0.929,0.9355,0.8665,0.9025
AMZN,1998-10-07,0.855,0.873,0.7605,0.7785
AMZN,1998-10-08,0.6905,0.7335,0.6665,0.718
AMZN,1998-10-09,0.752,0.7655,0.698,0.76
AMZN,1998-10-12,0.8095,0.8415,0.775,0.7765
AMZN,1998-10-13,0.765,0.795,0.755,0.7615
AMZN,1998-10-14,0.759,0.8135,0.748,0.779
AMZN,1998-10-15,0.7855,0.8155,0.771,0.809
AMZN,1998-10-16,0.822,0.8495,0.8085,0.8285
AMZN,1998-10-19,0.825,0.8905,0.825,0.881
AMZN,1998-10-20,0.906,0.9375,0.8885,0.8895
AMZN,1998-10-21,0.912,0.919,0.88,0.9165
AMZN,1998-10-22,0.897,0.9825,0.895,0.9555
AMZN,1998-10-23,0.954,0.986,0.951,0.9675
AMZN,1998-10-26,0.9925,1.0155,0.973,1.012
AMZN,1998-10-27,1.0345,1.05,0.967,0.9695
AMZN,1998-10-28,0.9745,0.996,0.952,0.9755
AMZN,1998-10-29,1.011,1.0605,0.9915,1.054
AMZN,1998-10-30,1.055,1.082,1.0385,1.0535
AMZN,1998-11-02,1.0675,1.0955,1.0375,1.0915
AMZN,1998-11-03,1.0925,1.109,1.048,1.0505
AMZN,1998-11-04,1.095,1.1,1.055,1.082
AMZN,1998-11-05,1.064,1.0845,1.052,1.071
AMZN,1998-11-06,1.05,1.069,1.0335,1.038
AMZN,1998-11-09,1.0155,1.062,1.006,1.0575
AMZN,1998-11-10,1.069,1.1665,1.0675,1.098
AMZN,1998-11-11,1.1135,1.119,1.044,1.055
AMZN,1998-11-12,1.046,1.1075,1.0415,1.0915
AMZN,1998-11-13,1.0995,1.1125,1.0475,1.0645
AMZN,1998-11-16,1.071,1.0825,1.029,1.052
AMZN,1998-11-17,1.078,1.2855,1.071,1.2375
AMZN,1998-11-18,1.2635,1.422,1.2625,1.3665
AMZN,1998-11-19,1.425,1.4625,1.275,1.277
AMZN,1998-11-20,1.4585,1.5145,1.375,1.505
AMZN,1998-11-23,1.5905,1.821,1.5505,1.8165
AMZN,1998-11-24,1.8665,1.9425,1.7085,1.7875
AMZN,1998-11-25,1.804,1.8625,1.7085,1.7525
AMZN,1998-11-27,1.8105,1.8165,1.775,1.805
AMZN,1998-11-30,1.83,1.8355,1.598,1.6
AMZN,1998-12-01,1.546,1.748,1.5165,1.746
AMZN,1998-12-02,1.7245,1.729,1.6465,1.6625
AMZN,1998-12-03,1.6595,1.704,1.5415,1.579
AMZN,1998-12-04,1.629,1.6415,1.521,1.571
AMZN,1998-12-07,1.6085,1.6165,1.5425,1.5915
AMZN,1998-12-08,1.58,1.7155,1.571,1.7005
AMZN,1998-12-09,1.7115,1.8695,1.6835,1.802
AMZN,1998-12-10,1.8135,1.8665,1.747,1.776
AMZN,1998-12-11,1.7505,1.8665,1.75,1.8585
AMZN,1998-12-14,1.8425,1.9165,1.8165,1.852
AMZN,1998-12-15,1.8915,2.025,1.879,2.023
AMZN,1998-12-16,2.1595,2.5145,2.1585,2.4085
AMZN,1998-12-17,2.2,2.429,2.1715,2.306
AMZN,1998-12-18,2.3585,2.4085,2.3155,2.389
AMZN,1998-12-21,2.529,2.681,2.5,2.656
AMZN,1998-12-22,2.7245,2.7415,2.572,2.6865
AMZN,1998-12-23,2.7335,2.75,2.6595,2.7085
AMZN,1998-12-24,2.6855,2.725,2.6585,2.707
AMZN,1998-12-28,2.7585,3.0155,2.7085,2.933
AMZN,1998-12-29,2.9165,2.9175,2.7375,2.7695
AMZN,1998-12-30,2.775,2.8605,2.5325,2.677
AMZN,1998-12-31,2.644,2.7585,2.6345,2.677
AMZN,1999-01-04,2.7305,2.9665,2.6655,2.958
AMZN,1999-01-05,2.739,3.244,2.6625,3.1125
AMZN,1999-01-06,3.4095,3.5095,3.35,3.45
AMZN,1999-01-07,3.428,4.006,3.325,3.972
AMZN,1999-01-08,4.606,4.978,3.8,4.006
AMZN,1999-01-11,4.6,4.625,4.1905,4.6155
AMZN,1999-01-12,4.5125,4.55,3.975,4.0845
AMZN,1999-01-13,3.125,4.0875,3.125,3.7
AMZN,1999-01-14,3.75,3.981,3.4,3.45
AMZN,1999-01-15,3.5,3.7515,3.4405,3.5095
AMZN,1999-01-19,3.7625,3.7625,3.406,3.4955
AMZN,1999-01-20,3.3765,3.425,2.744,2.825
AMZN,1999-01-21,2.6125,2.7595,2.314,2.65
AMZN,1999-01-22,2.4875,3.147,2.469,3.075
AMZN,1999-01-25,3.0375,3.0845,2.75,2.8095
AMZN,1999-01-26,2.8155,3.031,2.7655,2.8775
AMZN,1999-01-27,3.353,3.494,3.0,3.1405
AMZN,1999-01-28,3.161,3.219,3.006,3.072
AMZN,1999-01-29,3.0405,3.0405,2.875,2.9235
AMZN,1999-02-01,2.944,3.058,2.875,2.897
AMZN,1999-02-02,2.9095,2.911,2.7125,2.756
AMZN,1999-02-03,2.725,3.15,2.7125,3.144
AMZN,1999-02-04,3.131,3.169,2.906,2.95
AMZN,1999-02-05,2.925,3.072,2.808,2.897
AMZN,1999-02-08,2.8595,2.878,2.644,2.728
AMZN,1999-02-09,2.6985,2.7,2.4985,2.5
AMZN,1999-02-10,2.456,2.5845,2.375,2.436
AMZN,1999-02-11,2.5125,2.7545,2.4875,2.747
AMZN,1999-02-12,2.7,2.747,2.5905,2.6125
AMZN,1999-02-16,2.672,2.7125,2.425,2.4655
AMZN,1999-02-17,2.461,2.5515,2.3125,2.3375
AMZN,1999-02-18,2.4125,2.4125,2.106,2.2375
AMZN,1999-02-19,2.3595,2.5625,2.275,2.547
AMZN,1999-02-22,2.544,2.7405,2.45,2.6625
AMZN,1999-02-23,2.753,2.925,2.7375,2.8795
AMZN,1999-02-24,2.9405,3.0545,2.756,2.7735
AMZN,1999-02-25,2.9155,3.1405,2.8655,3.125
AMZN,1999-02-26,3.169,3.25,3.025,3.203
AMZN,1999-03-01,3.175,3.4015,3.1,3.325
AMZN,1999-03-02,3.361,3.394,3.0265,3.033
AMZN,1999-03-03,3.094,3.1875,3.006,3.0875
AMZN,1999-03-04,3.1375,3.175,2.897,3.003
AMZN,1999-03-05,3.0985,3.1125,2.9595,3.0375
AMZN,1999-03-08,3.036,3.161,2.981,3.0545
AMZN,1999-03-09,3.128,3.331,3.086,3.2485
AMZN,1999-03-10,3.419,3.4735,3.35,3.428
AMZN,1999-03-11,3.494,3.569,3.275,3.372
AMZN,1999-03-12,3.35,3.3845,3.2155,3.333
AMZN,1999-03-15,3.325,3.475,3.275,3.4735
AMZN,1999-03-16,3.475,3.5095,3.319,3.3455
AMZN,1999-03-17,3.283,3.3375,3.206,3.275
AMZN,1999-03-18,3.322,3.5,3.3095,3.461
AMZN,1999-03-19,3.547,3.5765,3.375,3.3765
AMZN,1999-03-22,3.3295,3.4125,3.2625,3.3
AMZN,1999-03-23,3.2155,3.247,2.95,2.9845
