ticker,date,open,high,low,close
AAPL,1980-12-12,0.13,0.13,0.13,0.13
AAPL,1980-12-15,0.12,0.12,0.12,0.12
AAPL,1980-12-16,0.11,0.11,0.11,0.11
AAPL,1980-12-17,0.12,0.12,0.12,0.12
AAPL,1980-12-18,0.12,0.12,0.12,0.12
AAPL,1980-12-19,0.13,0.13,0.13,0.13
AAPL,1980-12-22,0.13,0.13,0.13,0.13
AAPL,1980-12-23,0.14,0.14,0.14,0.14
AAPL,1980-12-24,0.15,0.15,0.15,0.15
AAPL,1980-12-26,0.16,0.16,0.16,0.16
AAPL,1980-12-29,0.16,0.16,0.16,0.16
AAPL,1980-12-30,0.16,0.16,0.16,0.16
AAPL,1980-12-31,0.15,0.15,0.15,0.15
AAPL,1981-01-02,0.15,0.16,0.15,0.15
AAPL,1981-01-05,0.15,0.15,0.15,0.15
AAPL,1981-01-06,0.14,0.14,0.14,0.14
AAPL,1981-01-07,0.14,0.14,0.14,0.14
AAPL,1981-01-08,0.14,0.14,0.14,0.14
AAPL,1981-01-09,0.14,0.14,0.14,0.14
AAPL,1981-01-12,0.14,0.14,0.14,0.14
AAPL,1981-01-13,0.14,0.14,0.14,0.14
AAPL,1981-01-14,0.14,0.14,0.14,0.14
AAPL,1981-01-15,0.14,0.14,0.14,0.14
AAPL,1981-01-16,0.14,0.14,0.14,0.14
AAPL,1981-01-19,0.15,0.15,0.15,0.15
AAPL,1981-01-20,0.14,0.14,0.14,0.14
AAPL,1981-01-21,0.15,0.15,0.15,0.15
AAPL,1981-01-22,0.15,0.15,0.15,0.15
AAPL,1981-01-23,0.15,0.15,0.15,0.15
AAPL,1981-01-26,0.14,0.14,0.14,0.14
AAPL,1981-01-27,0.14,0.14,0.14,0.14
AAPL,1981-01-28,0.14,0.14,0.14,0.14
AAPL,1981-01-29,0.13,0.13,0.13,0.13
AAPL,1981-01-30,0.13,0.13,0.13,0.13
AAPL,1981-02-02,0.12,0.12,0.12,0.12
AAPL,1981-02-03,0.12,0.12,0.12,0.12
AAPL,1981-02-04,0.13,0.13,0.13,0.13
AAPL,1981-02-05,0.13,0.13,0.13,0.13
AAPL,1981-02-06,0.13,0.13,0.13,0.13
AAPL,1981-02-09,0.12,0.12,0.12,0.12
AAPL,1981-02-10,0.12,0.12,0.12,0.12
AAPL,1981-02-11,0.12,0.12,0.12,0.12
AAPL,1981-02-12,0.12,0.12,0.12,0.12
AAPL,1981-02-13,0.11,0.11,0.11,0.11
AAPL,1981-02-17,0.12,0.12,0.12,0.12
AAPL,1981-02-18,0.12,0.12,0.12,0.12
AAPL,1981-02-19,0.11,0.11,0.11,0.11
AAPL,1981-02-20,0.11,0.11,0.11,0.11
AAPL,1981-02-23,0.11,0.11,0.11,0.11
AAPL,1981-02-24,0.11,0.11,0.11,0.11
AAPL,1981-02-25,0.11,0.11,0.11,0.11
AAPL,1981-02-26,0.11,0.11,0.11,0.11
AAPL,1981-02-27,0.12,0.12,0.12,0.12
AAPL,1981-03-02,0.12,0.12,0.12,0.12
AAPL,1981-03-03,0.12,0.12,0.12,0.12
AAPL,1981-03-04,0.12,0.12,0.12,0.12
AAPL,1981-03-05,0.12,0.12,0.12,0.12
AAPL,1981-03-06,0.12,0.12,0.11,0.11
AAPL,1981-03-09,0.11,0.11,0.11,0.11
AAPL,1981-03-10,0.1,0.1,0.1,0.1
AAPL,1981-03-11,0.1,0.1,0.1,0.1
AAPL,1981-03-12,0.1,0.1,0.1,0.1
AAPL,1981-03-13,0.1,0.1,0.1,0.1
AAPL,1981-03-16,0.1,0.1,0.1,0.1
AAPL,1981-03-17,0.11,0.11,0.11,0.11
AAPL,1981-03-18,0.11,0.12,0.11,0.11
AAPL,1981-03-19,0.11,0.11,0.11,0.11
AAPL,1981-03-20,0.11,0.12,0.11,0.11
AAPL,1981-03-23,0.12,0.12,0.12,0.12
AAPL,1981-03-24,0.12,0.12,0.12,0.12
AAPL,1981-03-25,0.12,0.12,0.12,0.12
AAPL,1981-03-26,0.11,0.11,0.11,0.11
AAPL,1981-03-27,0.11,0.11,0.11,0.11
AAPL,1981-03-30,0.11,0.11,0.11,0.11
AAPL,1981-03-31,0.11,0.11,0.11,0.11
AAPL,1981-04-01,0.11,0.11,0.11,0.11
AAPL,1981-04-02,0.12,0.12,0.12,0.12
AAPL,1981-04-03,0.12,0.12,0.12,0.12
AAPL,1981-04-06,0.12,0.12,0.12,0.12
AAPL,1981-04-07,0.12,0.12,0.11,0.11
AAPL,1981-04-08,0.12,0.12,0.12,0.12
AAPL,1981-04-09,0.12,0.12,0.12,0.12
AAPL,1981-04-10,0.12,0.12,0.12,0.12
AAPL,1981-04-13,0.12,0.12,0.12,0.12
AAPL,1981-04-14,0.12,0.12,0.12,0.12
AAPL,1981-04-15,0.12,0.12,0.12,0.12
AAPL,1981-04-16,0.11,0.11,0.11,0.11
AAPL,1981-04-20,0.11,0.12,0.11,0.11
AAPL,1981-04-21,0.12,0.12,0.12,0.12
AAPL,1981-04-22,0.13,0.13,0.13,0.13
AAPL,1981-04-23,0.13,0.13,0.13,0.13
AAPL,1981-04-24,0.13,0.13,0.13,0.13
AAPL,1981-04-27,0.13,0.13,0.13,0.13
AAPL,1981-04-28,0.13,0.13,0.13,0.13
AAPL,1981-04-29,0.12,0.12,0.12,0.12
AAPL,1981-04-30,0.13,0.13,0.13,0.13
AAPL,1981-05-01,0.13,0.13,0.13,0.13
AAPL,1981-05-04,0.13,0.13,0.13,0.13
AAPL,1981-05-05,0.13,0.13,0.13,0.13
AAPL,1981-05-06,0.12,0.12,0.12,0.12
AAPL,1981-05-07,0.12,0.12,0.12,0.12
AAPL,1981-05-08,0.12,0.13,0.12,0.12
AAPL,1981-05-11,0.12,0.12,0.12,0.12
AAPL,1981-05-12,0.12,0.12,0.12,0.12
AAPL,1981-05-13,0.12,0.12,0.12,0.12
AAPL,1981-05-14,0.12,0.12,0.12,0.12
AAPL,1981-05-15,0.12,0.12,0.12,0.12
AAPL,1981-05-18,0.12,0.13,0.12,0.12
AAPL,1981-05-19,0.12,0.12,0.12,0.12
AAPL,1981-05-20,0.13,0.13,0.13,0.13
AAPL,1981-05-21,0.13,0.13,0.13,0.13
AAPL,1981-05-22,0.14,0.14,0.14,0.14
AAPL,1981-05-26,0.14,0.14,0.14,0.14
AAPL,1981-05-27,0.15,0.15,0.15,0.15
AAPL,1981-05-28,0.15,0.15,0.15,0.15
AAPL,1981-05-29,0.15,0.15,0.15,0.15
AAPL,1981-06-01,0.15,0.15,0.15,0.15
AAPL,1981-06-02,0.14,0.14,0.14,0.14
AAPL,1981-06-03,0.14,0.14,0.14,0.14
AAPL,1981-06-04,0.14,0.14,0.14,0.14
AAPL,1981-06-05,0.14,0.14,0.14,0.14
AAPL,1981-06-08,0.14,0.14,0.14,0.14
AAPL,1981-06-09,0.14,0.14,0.14,0.14
AAPL,1981-06-10,0.14,0.14,0.14,0.14
AAPL,1981-06-11,0.15,0.15,0.15,0.15
AAPL,1981-06-12,0.15,0.15,0.15,0.15
AAPL,1981-06-15,0.15,0.15,0.14,0.14
AAPL,1981-06-16,0.14,0.14,0.14,0.14
AAPL,1981-06-17,0.14,0.14,0.14,0.14
AAPL,1981-06-18,0.14,0.14,0.14,0.14
AAPL,1981-06-19,0.14,0.14,0.14,0.14
AAPL,1981-06-22,0.13,0.13,0.13,0.13
AAPL,1981-06-23,0.13,0.13,0.13,0.13
AAPL,1981-06-24,0.13,0.13,0.13,0.13
AAPL,1981-06-25,0.13,0.13,0.13,0.13
AAPL,1981-06-26,0.13,0.13,0.13,0.13
AAPL,1981-06-29,0.13,0.13,0.13,0.13
AAPL,1981-06-30,0.12,0.12,0.12,0.12
AAPL,1981-07-01,0.12,0.12,0.11,0.11
AAPL,1981-07-02,0.11,0.12,0.11,0.11
AAPL,1981-07-06,0.11,0.11,0.11,0.11
AAPL,1981-07-07,0.11,0.11,0.11,0.11
AAPL,1981-07-08,0.12,0.12,0.12,0.12
AAPL,1981-07-09,0.11,0.11,0.11,0.11
AAPL,1981-07-10,0.1,0.1,0.1,0.1
AAPL,1981-07-13,0.1,0.1,0.1,0.1
AAPL,1981-07-14,0.11,0.11,0.11,0.11
AAPL,1981-07-15,0.11,0.11,0.11,0.11
AAPL,1981-07-16,0.11,0.11,0.11,0.11
